code_ies,name_ies,initials,county,state,academic_organization,category,url
1486,FACULDADE ESTÁCIO DE SÁ DE VITÓRIA (FESV),FESV,Vitória,ES,Faculdade,Privada,www.estacio.br
2397,FACULDADE FUCAPE (FUCAPE),FUCAPE,Vitória,ES,Faculdade,Privada,http://www.fucape.br
2537,Faculdade Multivix Cariacica (MULTIVIX CARIAC),MULTIVIX CARIAC,Cariacica,ES,Faculdade,Privada,www.multivix.edu.br
1970,Faculdade Multivix de Cachoeiro (Multivix Cachoeiro),Multivix Cachoeiro,Cachoeiro de Itapemirim,ES,Faculdade,Privada,www.multivix.edu.br
1359,Faculdade Multivix Nova Venécia (MULTIVIX NOVA VENÉCI),MULTIVIX NOVA VENÉCI,Nova Venécia,ES,Faculdade,Privada,www.multivix.edu.br
1326,Faculdade Multivix Serra (MULTIVIX SERRA),MULTIVIX SERRA,Serra,ES,Faculdade,Privada,www.multivix.edu.br
1308,FACULDADE NOVO MILÊNIO (FNM),FNM,Vila Velha,ES,Faculdade,Privada,www.novomilenio.br
19786,Faculdade Pitágoras da Serra (FPS),FPS,Serra,ES,Faculdade,Privada,www.faculdadepitagoras.com.br
736,FACULDADE PITÁGORAS DE LINHARES,-,Linhares,ES,Faculdade,Privada,www.faculdadepitagoras.com.br/linhares
1852,FACULDADE SABERES (SABERES),SABERES,Vitória,ES,Faculdade,Privada,www.saberes.edu.br
5314,Faculdades Doctum de Guarapari (DOCTUM),DOCTUM,Guarapari,ES,Faculdade,Privada,www.doctum.edu.br
798,FACULDADES INTEGRADAS DE ARACRUZ (FAACZ),FAACZ,Aracruz,ES,Faculdade,Privada,http://www.fsjb.edu.br/fsjb
2576,FACULDADES PITÁGORAS UNIDADE GUARAPARI (FIPAG),FIPAG,Guarapari,ES,Faculdade,Privada,www.faculdadepitagoras.com.br
5315,Faculdades Unificadas de Iúna (FUI),FUI,Iúna,ES,Faculdade,Privada,www.doctum.edu.br
14927,FACULDADE ÚNICA DE FORMAÇÃO E ENSINO (FUNIFE),FUNIFE,São Gabriel da Palha,ES,Faculdade,Privada,www.faculdadeunife.com.br
2652,FACULDADE UNIDA DE VITÓRIA (FACULDADE UNIDA),FACULDADE UNIDA,Vitória,ES,Faculdade,Privada,www.fuv.edu.br
19849,Faculdade Univeritas Universus Veritas de Vitória (VERITAS VITÓRIA),VERITAS VITÓRIA,Vitória,ES,Faculdade,Privada,www.mauriciodenassau.edu.br
2538,FACULDADE VENDA NOVA DO IMIGRANTE (FAVENI),FAVENI,Venda Nova do Imigrante,ES,Faculdade,Privada,www.faveni.edu.br
1576,INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS (FASERRA),FASERRA,Serra,ES,Faculdade,Privada,www.faserra.edu.br
23090,INSTITUTO DE ENSINO SUPERIOR CAPIXABA (IESCAPI),IESCAPI,Serra,ES,Faculdade,Privada,www.iescapi.com.br
1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO (IFES)",IFES,Vitória,ES,"Instituto Federal de Educação, Ciência e Tecnologia",Publica,www.ifes.edu.br
16895,INSTITUTO POLITÉCNICO DOCTUM DE VITÓRIA,-,Vitória,ES,Faculdade,Privada,www.doctum.edu.br
2320,INSTITUTO SUPERIOR DE EDUCAÇÃO ATENEU (ISEAT),ISEAT,Vila Velha,ES,Faculdade,Privada,www.iseat.com.br
573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO (UFES),UFES,Vitória,ES,Universidade,Publica,www.ufes.br
664,UNIVERSIDADE VILA VELHA (UVV),UVV,Vila Velha,ES,Universidade,Privada,www.uvv.br
755,CENTRO DE ENSINO SUPERIOR DE JATAÍ (CESUT),CESUT,Jataí,GO,Faculdade,Privada,www.cesut.edu.br
1573,CENTRO UNIVERSITÁRIO ALFREDO NASSER (UNIFAN),UNIFAN,Aparecida de Goiânia,GO,Centro Universitário,Privada,www.unifan.edu.br
1493,CENTRO UNIVERSITÁRIO ALVES FARIA (UNIALFA),UNIALFA,Goiânia,GO,Centro Universitário,Privada,www.unialfa.com.br
1663,Centro Universitário Araguaia (UNIARAGUAIA),UNIARAGUAIA,Goiânia,GO,Centro Universitário,Privada,www.faculdadearaguaia.edu.br
2336,CENTRO UNIVERSITÁRIO BRASÍLIA DO ESTADO DE GOIÁS (UniBRASÍLIA),UniBRASÍLIA,São Luís de Montes Belos,GO,Centro Universitário,Privada,unibrasilia.com
1160,Centro Universitário Cambury (UniCambury),UniCambury,Goiânia,GO,Centro Universitário,Privada,www.cambury.br
826,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE (UNIDESC),UNIDESC,Luziânia,GO,Centro Universitário,Privada,http://www.unidesc.edu.br/
763,CENTRO UNIVERSITÁRIO DE GOIÂNIA (UNICEUG),UNICEUG,Goiânia,GO,Centro Universitário,Privada,https://www.uniceug.com.br/
386,CENTRO UNIVERSITÁRIO DE GOIÁS (UNIGOIÁS),UNIGOIÁS,Goiânia,GO,Centro Universitário,Privada,www.unigoias.com.br
824,CENTRO UNIVERSITÁRIO DE GOIATUBA (UNICERRADO),UNICERRADO,Goiatuba,GO,Centro Universitário,Publica,www.unicerrado.edu.br
4396,CENTRO UNIVERSITÁRIO DE MINEIROS (UNIFIMES),UNIFIMES,Mineiros,GO,Centro Universitário,Publica,www.unifimes.edu.br
2770,Centro Universitário FACUNICAMPS (FACUNICAMPS),FACUNICAMPS,Goiânia,GO,Centro Universitário,Privada,www.unicamps.com.br
3987,CENTRO UNIVERSITÁRIO GOYAZES (UniGOYAZES),UniGOYAZES,Trindade,GO,Centro Universitário,Privada,www.fug.edu.br
1237,CENTRO UNIVERSITÁRIO NOSSA SENHORA APARECIDA (UNIFANAP),UNIFANAP,Aparecida de Goiânia,GO,Centro Universitário,Privada,www.unifanap.edu.br
1822,Centro Universitário Sul-Americana (UNIFASAM),UNIFASAM,Goiânia,GO,Centro Universitário,Privada,www.fasam.edu.br
3607,ESCOLA SUPERIOR ASSOCIADA DE GOIÂNIA (ESUP),ESUP,Goiânia,GO,Faculdade,Privada,www.esup.edu.br
20052,Faculdade ABC de Goiânia (FABC),FABC,Goiânia,GO,Faculdade,Privada,www.faculdadeabc.com
23229,Faculdade Alfredo Nasser de Pontalina,-,Pontalina,GO,Faculdade,Privada,www.unifan.edu.br
2288,FACULDADE ALMEIDA RODRIGUES (FAR),FAR,Rio Verde,GO,Faculdade,Privada,www.faculdadefar.com.br
13133,FACULDADE ANHANGUERA DE GOIÂNIA,-,Goiânia,GO,Faculdade,Privada,www.vestibulares.br
2756,FACULDADE ANHANGUERA DE VALPARAÍSO,-,Valparaíso de Goiás,GO,Faculdade,Privada,www.anhanguera.br
2134,FACULDADE ASSEMBLEIANA DO BRASIL,-,Goiânia,GO,Faculdade,Privada,www.fasseb.com.br
3866,FACULDADE BRASILEIRA DE EDUCAÇÃO E CULTURA (FABEC BRASIL),FABEC BRASIL,Goiânia,GO,Faculdade,Privada,www.fabecbrasil.edu.br
19878,FACULDADE BRAVIUM (BRAVIUM),BRAVIUM,Valparaíso de Goiás,GO,Faculdade,Privada,www.faculdadebravium.com.br
939,FACULDADE CATÓLICA DE ANÁPOLIS (CATÓLICA DE ANÁPOLIS),CATÓLICA DE ANÁPOLIS,Anápolis,GO,Faculdade,Privada,www.catolicadeanapolis.edu.br
21872,Faculdade CENBRAP (CENBRAP),CENBRAP,Goiânia,GO,Faculdade,Privada,www.cenbrap.com.br
1696,FACULDADE CENTRAL DE CRISTALINA (FACEC),FACEC,Cristalina,GO,Faculdade,Privada,facec.edu.br
12928,FACULDADE CGESP GOIANIA (FAC CGESP),FAC CGESP,Goiânia,GO,Faculdade,Privada,www.cgesp.edu.br
21675,FACULDADE CIDADE DE APARECIDA DE GOIÂNIA (FacCidade),FacCidade,Aparecida de Goiânia,GO,Faculdade,Privada,www.faccidade.edu.br
20499,Faculdade da Polícia Militar (FPM),FPM,Goiânia,GO,Faculdade,Privada,https://faculdadepm.edu.br
744,FACULDADE DE ANICUNS (FA),FA,Anicuns,GO,Faculdade,Publica,www.faculdadeanicuns.edu.br
1395,FACULDADE DE CALDAS NOVAS (UNICALDAS),UNICALDAS,Caldas Novas,GO,Faculdade,Privada,www.unicaldas.edu.br
1580,FACULDADE DE CIÊNCIAS E EDUCAÇÃO SENA AIRES (FACESA),FACESA,Valparaíso de Goiás,GO,Faculdade,Privada,www.senaaires.com.br
22249,FACULDADE DE DIREITO ATAME (ATAME),ATAME,Goiânia,GO,Faculdade,Privada,www.atame.edu.br
4123,Faculdade de Gestão e Inovação (FGI),FGI,Jataí,GO,Faculdade,Privada,www.faculdadefgi.com.br
4259,FACULDADE DE INHUMAS - FAC-MAIS (FACMAIS),FACMAIS,Inhumas,GO,Faculdade,Privada,www.facmais.edu.br
2796,FACULDADE DE IPORÁ (FAI),FAI,Iporá,GO,Faculdade,Privada,www.fai.edu.br
1067,FACULDADE DE JUSSARA (FAJ),FAJ,Jussara,GO,Faculdade,Privada,www.unifaj.edu.br
4669,FACULDADE DELTA (FACULDADE DELTA),FACULDADE DELTA,Goiânia,GO,Faculdade,Privada,www.faculdadedelta.edu.br
22262,Faculdade de Palmeiras de Goiás - FacMais (FacMais),FacMais,Palmeiras de Goiás,GO,Faculdade,Privada,www.facmais.edu.br
1404,FACULDADE DE PIRACANJUBA (FAP),FAP,Piracanjuba,GO,Faculdade,Privada,www.faculdadefap.com
20455,Faculdade de Tecnologia Avançada,-,Anápolis,GO,Faculdade,Privada,www.fta.edu.br
19198,FACULDADE DE TECNOLOGIA E EDUCAÇÃO DE GOIÁS (FATEG),FATEG,Senador Canedo,GO,Faculdade,Privada,www.fateg.com.br
17831,Faculdade de Tecnologia e Negócios de Catalão (FATENC),FATENC,Catalão,GO,Faculdade,Privada,www.fatenc.com.br
13716,FACULDADE DE TECNOLOGIA GAP (GAP),GAP,Anápolis,GO,Faculdade,Privada,www.gap.edu.br
4101,FACULDADE DE TECNOLOGIA SENAI DE DESENVOLVIMENTO GERENCIAL (FATESG),FATESG,Goiânia,GO,Faculdade,Privada,www.senaigo.com.br/faculdade-fatesg
4100,FACULDADE DE TECNOLOGIA SENAI ÍTALO BOLOGNA (FATECIB),FATECIB,Goiânia,GO,Faculdade,Privada,www.senaigo.com.br
3920,FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE (FATEC SENAI RM),FATEC SENAI RM,Anápolis,GO,Faculdade,Privada,www.senaigo.com.br
24392,FACULDADE DINÂMICA (FACDIN),FACDIN,Santa Terezinha de Goiás,GO,Faculdade,Privada,www.facdin.com.br
1815,FACULDADE DO INSTITUTO BRASIL (FIBRA),FIBRA,Anápolis,GO,Faculdade,Privada,www.fibra.edu.br
13784,FACULDADE DO PLANALTO CENTRAL (FAPLAC),FAPLAC,Formosa,GO,Faculdade,Privada,www.faplac.edu.br
2532,FACULDADE DO SUDESTE GOIANO (FASUG),FASUG,Pires do Rio,GO,Faculdade,Privada,www.fasug.edu.br
22424,FACULDADE ESAMC GOIÂNIA (ESAMC GOIÂNIA),ESAMC GOIÂNIA,Goiânia,GO,Faculdade,Privada,www.esamc.br
2501,FACULDADE ESTÁCIO DE SÁ DE GOIÁS (FESGO),FESGO,Goiânia,GO,Centro Universitário,Privada,www.estacio.br
3789,FACULDADE EVANGÉLICA DE GOIANÉSIA (FACEG),FACEG,Goianésia,GO,Faculdade,Privada,www.evangelicagoianesia.edu.br
15173,FACULDADE EVANGÉLICA DE JARAGUÁ (FEJA),FEJA,Jaraguá,GO,Faculdade,Privada,www.facer.edu.br
985,FACULDADE EVANGÉLICA DE RUBIATABA (FER),FER,Rubiataba,GO,Faculdade,Privada,www.fer.edu.br
17680,FACULDADE EVANGÉLICA DE SENADOR CANEDO (FESCAN),FESCAN,Senador Canedo,GO,Faculdade,Privada,www.fescan.edu.br
3389,FACULDADE EVANGÉLICA RAÍZES (RAÍZES),RAÍZES,Anápolis,GO,Faculdade,Privada,www.faculdaderaizes.edu.br
18826,Faculdade FILOS,-,Águas Lindas de Goiás,GO,Faculdade,Privada,www.faculdadefilos.com.br
19909,Faculdade ICTQ/PGE (ICTQ/PGE),ICTQ/PGE,Anápolis,GO,Faculdade,Privada,ictq.com.br
20663,FACULDADE INNOVATE DE ANÁPOLIS (INNOVATE),INNOVATE,Anápolis,GO,Faculdade,Privada,www.innovate.edu.br
13889,FACULDADE ITAPURANGA,-,Itapuranga,GO,Faculdade,Privada,www.faiita.com.br
25657,FACULDADE ITH (ITH),ITH,Goiânia,GO,Faculdade,Privada,https://ithpos.com.br/
17651,FACULDADE JK - GOIAS - PADRE BERNARDO (JK),JK,Padre Bernardo,GO,Faculdade,Privada,www.faculdadelife.com.br
17490,FACULDADE JOÃO PAULO II (FAJOP),FAJOP,Quirinópolis,GO,Faculdade,Privada,www.fajop.edu.br
1821,FACULDADE LIONS (FAC-LIONS),FAC-LIONS,Goiânia,GO,Faculdade,Privada,www.faclions.org
17559,FACULDADE LOGOS (FALOG),FALOG,Novo Gama,GO,Faculdade,Privada,falog.edu.br
3877,FACULDADE MAUÁ DE GOIÁS,-,Águas Lindas de Goiás,GO,Faculdade,Privada,www.faclinear.edu.br
11544,FACULDADE METROPOLITANA DE ANÁPOLIS (FAMA),FAMA,Anápolis,GO,Faculdade,Privada,www.faculdadefama.edu.br
4198,Faculdade Morgana Potrich (FAMP),FAMP,Mineiros,GO,Faculdade,Privada,www.fampfaculdade.com.br
4699,FACULDADE NOROESTE (FAN),FAN,Goiânia,GO,Faculdade,Privada,www.faculdadenoroeste.com.br
1239,FACULDADE PADRÃO (PADRAO),PADRAO,Goiânia,GO,Faculdade,Privada,www.faculdadepadrao.com.br
2361,FACULDADE PADRÃO (-),-,Aparecida de Goiânia,GO,Faculdade,Privada,www.faculdadepadrao.com.br
3252,FACULDADE QUIRINÓPOLIS (FAQUI),FAQUI,Quirinópolis,GO,Faculdade,Privada,www.faqui.edu.br
22456,FACULDADE REALIZA,-,Aparecida de Goiânia,GO,Faculdade,Privada,https://www.realizacursos.com.br/site
3020,FACULDADE SANTA RITA DE CÁSSIA (IFASC),IFASC,Itumbiara,GO,Faculdade,Privada,www.unifasc.com.br
4162,Faculdade SENAC Goiás (FacSenacGO),FacSenacGO,Goiânia,GO,Faculdade,Privada,www.go.senac.br/faculdade
21321,Faculdade Sensu (FAS),FAS,Goiânia,GO,Faculdade,Privada,www.faculdadesensu.edu.br
3757,FACULDADE SERRA DA MESA (FASEM),FASEM,Uruaçu,GO,Faculdade,Privada,www.fasem.edu.br
3613,FACULDADES INTEGRADAS IESGO (IESGO),IESGO,Formosa,GO,Faculdade,Privada,www.iesgo.edu.br
2836,FACULDADE SUL DA AMÉRICA (SULDAMÉRICA),SULDAMÉRICA,Aparecida de Goiânia,GO,Faculdade,Privada,www.faculdadesuldamerica.edu.br
21873,Faculdade Tecnológica Falcão (FTF),FTF,Goiânia,GO,Faculdade,Privada,http://www.cetesp-go.com.br/
21931,Faculdade Una de Jataí (Una),Una,Jataí,GO,Faculdade,Privada,www.una.br
2266,FACULDADE UNIÃO DE GOYAZES FORMOSA (FUG),FUG,Formosa,GO,Faculdade,Privada,www.cambury.br
1703,FACULDADE UNIBRAS DE GOIÁS (FACBRAS),FACBRAS,Rio Verde,GO,Faculdade,Privada,faculdadeunibras.com.br/rioverde
4586,FACULDADE UNIBRAS DO NORTE GOIANO (FACBRAS),FACBRAS,Porangatu,GO,Faculdade,Privada,faculdadeunibras.com.br/nortegoiano
18133,Faculdade Unida de Campinas Goiânia - FACUNICAMPS GOIÂNIA (FACUNICAMPS),FACUNICAMPS,Goiânia,GO,Faculdade,Privada,www.facunicamps.edu.br
19335,FACULDADE UNIVERITAS UNIVERSUS VERITAS ANÁPOLIS (VERITAS ANÁPOLIS),VERITAS ANÁPOLIS,Anápolis,GO,Faculdade,Privada,www.mauriciodenassau.edu.brl
18673,Faculdade Univeritas Universus Veritas de Goiânia (VERITAS GOIÂNIA),VERITAS GOIÂNIA,Goiânia,GO,Faculdade,Privada,www.mauriciodenassau.edu.br
1440,INSTITUTO APHONSIANO DE ENSINO SUPERIOR (IAESUP),IAESUP,Trindade,GO,Faculdade,Privada,www.aphonsiano.edu.br
20074,Instituto Brasileiro de Coaching (IBC),IBC,Goiânia,GO,Faculdade,Privada,faculdadeibc.edu.br
1402,INSTITUTO DE CIÊNCIAS SOCIAIS E HUMANAS (ICSH),ICSH,Valparaíso de Goiás,GO,Faculdade,Privada,faculdadecesb.com.br
4257,INSTITUTO DE FILOSOFIA E TEOLOGIA DE GOIÁS (IFITEG),IFITEG,Goiânia,GO,Faculdade,Privada,www.ifiteg.edu.br
1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS (IFG)",IFG,Goiânia,GO,"Instituto Federal de Educação, Ciência e Tecnologia",Publica,www.ifg.edu.br
1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO (IF Goiano)",IF Goiano,Goiânia,GO,"Instituto Federal de Educação, Ciência e Tecnologia",Publica,www.ifgoiano.edu.br
3157,INSTITUTO SUPERIOR DE EDUCAÇÃO ALMEIDA RODRIGUES (ISEAR),ISEAR,Rio Verde,GO,Faculdade,Privada,www.faculdadefar.com.br
3319,Instituto Universitário Una de Catalão (Catalana),Catalana,Catalão,GO,Faculdade,Privada,www.una.br
12916,IPOG - INSTITUTO DE PÓS-GRADUAÇÃO & GRADUAÇÃO (IPOG),IPOG,Goiânia,GO,Faculdade,Privada,http://www.ipog.edu.br
527,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS (PUC GOIÁS),PUC GOIÁS,Goiânia,GO,Universidade,Privada,www.pucgoias.edu.br
3974,UNIVERSIDADE DE RIO VERDE (FESURV),FESURV,Rio Verde,GO,Universidade,Publica,www.unirv.edu.br
47,UNIVERSIDADE ESTADUAL DE GOIÁS (UEG),UEG,Anápolis,GO,Universidade,Publica,www.ueg.br
384,Universidade Evangélica de Goiás (UniEVANGÉLICA),UniEVANGÉLICA,Anápolis,GO,Universidade,Privada,www.unievangelica.edu.br
25274,UNIVERSIDADE FEDERAL DE CATALÃO (UFCAT),UFCAT,Catalão,GO,Universidade,Publica,https://www.catalao.ufg.br/
584,UNIVERSIDADE FEDERAL DE GOIÁS (UFG),UFG,Goiânia,GO,Universidade,Publica,www.ufg.br
4964,Centro Universitário de Ciências e Tecnologia do Maranhão (UniFacema),UniFacema,Caxias,MA,Centro Universitário,Privada,www.facema.edu.br
1590,CENTRO UNIVERSITÁRIO ESTÁCIO DE SÃO LUÍS,-,São Luís,MA,Centro Universitário,Privada,www.facsaoluis.br
1885,CENTRO UNIVERSITÁRIO UNIDADE DE ENSINO SUPERIOR DOM BOSCO (UNDB),UNDB,São Luís,MA,Centro Universitário,Privada,www.undb.edu.br
19371,Faculdade Adelina Moura - FAADEMA (FAADEMA),FAADEMA,Buriticupu,MA,Faculdade,Privada,www.faadema.com.br
1847,FACULDADE ANHANGUERA DE IMPERATRIZ,-,Imperatriz,MA,Faculdade,Privada,www.faculdadepitagoras.com.br
12601,FACULDADE BRASILEIRA DE ESTUDOS AVANÇADOS (FABEA),FABEA,São Luís,MA,Faculdade,Privada,www.isanfgv.com.br
18106,FACULDADE COELHO NETO (FACNET),FACNET,Imperatriz,MA,Faculdade,Privada,facnet@faculdadecoelhoneto.edu.br
4399,FACULDADE DE BALSAS (UNIBALSAS),UNIBALSAS,Balsas,MA,Faculdade,Privada,www.unibalsas.edu.br
17352,Faculdade de Educação Memorial Adelaide Franco (FEMAF),FEMAF,Pedreiras,MA,Faculdade,Privada,www.femaf.com.br
2554,FACULDADE DE EDUCAÇÃO SANTA TEREZINHA (FEST),FEST,Imperatriz,MA,Faculdade,Privada,www.fest.edu.br
1546,FACULDADE DE EDUCAÇÃO SÃO FRANCISCO (FAESF),FAESF,Pedreiras,MA,Faculdade,Privada,www.faesf.com.br
18623,FACULDADE DE ESTUDOS SUPERIORES DO MARANHÃO (FESCEMP),FESCEMP,São Luís,MA,Faculdade,Privada,http://www.fescemp.com
1717,Faculdade de Imperatriz Wyden (Facimp Wyden),Facimp Wyden,Imperatriz,MA,Faculdade,Privada,www.wyden.com.br/facimp/
2949,FACULDADE DO BAIXO PARNAÍBA (FAP),FAP,Chapadinha,MA,Faculdade,Privada,www.fapeduca.com.br
1967,FACULDADE DO VALE DO ITAPECURÚ (FAI),FAI,Caxias,MA,Faculdade,Privada,http://www.faionline.edu.br
16245,FACULDADE ESCOLA DE NEGÓCIOS EXCELLENCE (FAENE),FAENE,São Luís,MA,Faculdade,Privada,www.faene.com.br
17326,FACULDADE GIANNA BERETTA,-,São Luís,MA,Faculdade,Privada,www.gianna.com.br
16894,Faculdade Internacional de São Luís (ISL),ISL,São Luís,MA,Faculdade,Privada,www.wyden.com.br/isl
24550,FACULDADE ITPAC SANTA INES (ITPAC SANTA INÊS),ITPAC SANTA INÊS,Santa Inês,MA,Faculdade,Privada,www.itpacsantaines.afya.com.br
13897,FACULDADE LABORO (Laboro),Laboro,São Luís,MA,Faculdade,Privada,www.laboro.edu.br
18729,Faculdade Latino Americano de Educação (FLAED),FLAED,Codó,MA,Faculdade,Privada,www.flaed.com.br
18497,Faculdade Maranhense (FAM),FAM,Parnarama,MA,Faculdade,Privada,www.faculdademaranhense.com.br
3724,FACULDADE MARANHENSE SÃO JOSÉ DOS COCAIS (FSJ),FSJ,Timon,MA,Faculdade,Privada,www.sjc.edu.br
21398,FACULDADE MAURÍCIO DE NASSAU DE IMPETRATRIZ (FMN IMPERATRIZ),FMN IMPERATRIZ,Imperatriz,MA,Faculdade,Privada,www.mauriciodenassau.edu.br
16691,Faculdade NETCOM (FANET),FANET,São Luís,MA,Faculdade,Privada,www.netcom-ma.com.br
18639,Faculdade Pitágoras de Bacabal,-,Bacabal,MA,Faculdade,Privada,http://www.faculdadepitagoras.com.br
1597,FACULDADE SANTA FÉ (CESSF),CESSF,São Luís,MA,Faculdade,Privada,www.faculdadesantafe.com.br
19374,FACULDADE SANTA LUZIA (FSL),FSL,Santa Inês,MA,Faculdade,Privada,www.faculdadesantaluzia.edu.br
17765,Faculdade Santa Maria (FASAMP),FASAMP,Pinheiro,MA,Faculdade,Privada,www.fasamp.edu.br
1115,FACULDADE SANTA TEREZINHA (CEST),CEST,São Luís,MA,Faculdade,Privada,www.cest.edu.br
17553,Faculdades FAMEP Unidade Lago da Pedra - MA (FAMEP),FAMEP,Lago da Pedra,MA,Faculdade,Privada,www.famep.com.br
21631,FACULDADE SUPREMO REDENTOR (FACSUR),FACSUR,Pinheiro,MA,Faculdade,Privada,www.supremoredentor-facsur.com.br
17284,FACULDADE UNINASSAU SÃO LUÍS,-,São Luís,MA,Faculdade,Privada,www.mauriciodenassau.edu.br
18253,FACULDADE VALE DO AÇO (FAVALE),FAVALE,Açailândia,MA,Faculdade,Privada,www.favale.edu.br
21722,FORMAÇÃO FACULDADE INTEGRADA (FFI),FFI,São Luís,MA,Faculdade,Privada,ffiedu.com.br
24405,INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DA AMAZÔNIA (IDEA),IDEA,Imperatriz,MA,Faculdade,Privada,http://ideaeducar.com/
2724,INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO (IESMA),IESMA,Imperatriz,MA,Faculdade,Privada,www.unisulma.edu.br
1931,INSTITUTO DE ENSINO SUPERIOR FRANCISCANO (IESF),IESF,Paço do Lumiar,MA,Faculdade,Privada,www.iesfma.com.br
3375,INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO (IESM),IESM,Timon,MA,Faculdade,Privada,www.faculdadeiesm.com.br
2049,INSTITUTO DE ESTUDOS SUPERIORES DO MARANHÃO (IESMA),IESMA,São Luís,MA,Faculdade,Privada,www.iesma.com.br
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",IFMA,São Luís,MA,"Instituto Federal de Educação, Ciência e Tecnologia",Publica,www.ifma.edu.br
3869,INSTITUTO FLORENCE DE ENSINO SUPERIOR (IFES),IFES,São Luís,MA,Faculdade,Privada,www.florence.edu.br
1974,INSTITUTO SUPERIOR DE EDUCAÇÃO DE CAXIAS (ISEC),ISEC,Caxias,MA,Faculdade,Privada,www.faionline.edu.br
22405,SVT FACULDADE DE ENSINO SUPERIOR (SVT),SVT,São Luís,MA,Faculdade,Privada,www.cecgp.com.br
823,UNIVERSIDADE CEUMA (UNICEUMA),UNICEUMA,São Luís,MA,Universidade,Privada,www.ceuma.br
568,UNIVERSIDADE ESTADUAL DO MARANHÃO (UEMA),UEMA,São Luís,MA,Universidade,Publica,www.uema.br
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),UFMA,São Luís,MA,Universidade,Publica,www.ufma.br
25613,ACADEMIA DE POLÍCIA MILITAR DE MINAS GERAIS (APM),APM,Belo Horizonte,MG,Faculdade,Publica,https://www.policiamilitar.mg.gov.br/portal-pm/apm/principal.action
23331,ALFA - Faculdade de Teófilo Otoni (ALFA - TO),ALFA - TO,Teófilo Otoni,MG,Faculdade,Privada,www.faculdadealfa.com.br
31,CENTRO DE EDUCAÇÃO TÉCNICA DA UTRAMIG (UTRAMIG),UTRAMIG,Belo Horizonte,MG,Faculdade,Publica,www.utramig.mg.gov.br
3488,Centro de Ensino Superior de Conselheiro Lafaiete (CES-CL),CES-CL,Conselheiro Lafaiete,MG,Faculdade,Privada,www.ces-cl.edu.br
1977,CENTRO DE ESTUDOS SUPERIORES APRENDIZ (CESA),CESA,Barbacena,MG,Faculdade,Privada,www.aprendiz.edu.br
22685,"Centro de Medicina Especializada, Pesquisa e Ensino (CEMEPE)",CEMEPE,Belo Horizonte,MG,Instituição Especialmente Credenciada para oferta de cursos lato sensu,Privada,www.cemepemg.com.br
594,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS (CEFET/MG),CEFET/MG,Belo Horizonte,MG,Centro Federal de Educação Tecnológica,Publica,www.cefetmg.br
3972,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO (CESEP),CESEP,Machado,MG,Faculdade,Privada,www.fem.com.br
337,Centro Universitário Academia (Uniacademia),Uniacademia,Juiz de Fora,MG,Centro Universitário,Privada,www.uniacademia.edu.br
2579,CENTRO UNIVERSITÁRIO ATENAS (UniAtenas),UniAtenas,Paracatu,MG,Centro Universitário,Privada,www.atenas.edu.br
878,Centro Universitário Católica do Leste de Minas Gerais (UNILESTE),UNILESTE,Coronel Fabriciano,MG,Centro Universitário,Privada,www.unileste.edu.br
3875,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ (UNIFEG),UNIFEG,Guaxupé,MG,Centro Universitário,Privada,www.unifeg.edu.br
349,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE (UNI-BH),UNI-BH,Belo Horizonte,MG,Centro Universitário,Privada,www.unibh.br
3966,CENTRO UNIVERSITÁRIO DE CARATINGA (UNEC),UNEC,Caratinga,MG,Centro Universitário,Privada,www.unec.edu.br
3983,CENTRO UNIVERSITÁRIO DE FORMIGA (UNIFORMG),UNIFORMG,Formiga,MG,Centro Universitário,Privada,www.uniformg.edu.br
1869,CENTRO UNIVERSITÁRIO DE ITAJUBÁ (FEPI),FEPI,Itajubá,MG,Centro Universitário,Privada,www.fepi.br
3372,CENTRO UNIVERSITÁRIO DE LAVRAS (UNILAVRAS),UNILAVRAS,Lavras,MG,Centro Universitário,Privada,www.unilavras.edu.br
